valid_time	latitude	longitude	tcc
1704067200	32.42	72.17	0.23814839
1704067200	32.42	72.42	0.2382552
1704067200	32.42	72.67	0.37318867
1704067200	32.17	72.17	0.82587117
1704067200	32.17	72.42	0.8260085
1704067200	32.17	72.67	0.8260085
1704067200	31.92	72.17	1.0000045
1704067200	31.92	72.42	1.0000045
1704067200	31.92	72.67	1.0000045
1704070800	32.42	72.17	0.23814839
1704070800	32.42	72.42	0.2382552
1704070800	32.42	72.67	0.35161275
1704070800	32.17	72.17	0.82587117
1704070800	32.17	72.42	0.8260085
1704070800	32.17	72.67	0.8260085
1704070800	31.92	72.17	1.0000045
1704070800	31.92	72.42	1.0000045
1704070800	31.92	72.67	1.0000045
1704074400	32.42	72.17	0.23814839
1704074400	32.42	72.42	0.2382552
1704074400	32.42	72.67	0.3124587
1704074400	32.17	72.17	0.82587117
1704074400	32.17	72.42	0.8260085
1704074400	32.17	72.67	0.8260085
1704074400	31.92	72.17	1.0000045
1704074400	31.92	72.42	1.0000045
1704074400	31.92	72.67	1.0000045
1704078000	32.42	72.17	0.23814839
1704078000	32.42	72.42	0.2382552
1704078000	32.42	72.67	0.29896992
1704078000	32.17	72.17	0.82587117
1704078000	32.17	72.42	0.8260085
1704078000	32.17	72.67	0.8260085
1704078000	31.92	72.17	1.0000045
1704078000	31.92	72.42	1.0000045
1704078000	31.92	72.67	1.0000045
1704081600	32.42	72.17	0.23814839
1704081600	32.42	72.42	0.2382552
1704081600	32.42	72.67	0.28007954
1704081600	32.17	72.17	0.82587117
1704081600	32.17	72.42	0.8260085
1704081600	32.17	72.67	0.8260085
1704081600	31.92	72.17	1.0000045
1704081600	31.92	72.42	1.0000045
1704081600	31.92	72.67	1.0000045
1704085200	32.42	72.17	0.050483808
1704085200	32.42	72.42	0.23825847
1704085200	32.42	72.67	0.25984967
1704085200	32.17	72.17	0.6376878
1704085200	32.17	72.42	0.8260118
1704085200	32.17	72.67	0.8260118
1704085200	31.92	72.17	0.9999925
1704085200	31.92	72.42	0.9999925
1704085200	31.92	72.67	0.9999925
1704088800	32.42	72.17	2.4273482E-5
1704088800	32.42	72.42	0.081277326
1704088800	32.42	72.67	0.1005034
1704088800	32.17	72.17	0.1874785
1704088800	32.17	72.42	0.3493895
1704088800	32.17	72.67	0.6342558
1704088800	31.92	72.17	0.62836593
1704088800	31.92	72.42	0.7300963
1704088800	31.92	72.67	0.9965605
1704092400	32.42	72.17	6.074595E-6
1704092400	32.42	72.42	0.07587277
1704092400	32.42	72.67	0.089071624
1704092400	32.17	72.17	0.07163083
1704092400	32.17	72.42	0.22167051
1704092400	32.17	72.67	0.49367368
1704092400	31.92	72.17	0.14671934
1704092400	31.92	72.42	0.46207273
1704092400	31.92	72.67	0.7243713
1704096000	32.42	72.17	0.0
1704096000	32.42	72.42	0.00983429
1704096000	32.42	72.67	0.013908386
1704096000	32.17	72.17	0.0
1704096000	32.17	72.42	0.021141052
1704096000	32.17	72.67	0.16801453
1704096000	31.92	72.17	0.0
1704096000	31.92	72.42	0.22750854
1704096000	31.92	72.67	0.38759613
1704099600	32.42	72.17	0.0
1704099600	32.42	72.42	0.0
1704099600	32.42	72.67	0.0026968718
1704099600	32.17	72.17	0.0
1704099600	32.17	72.42	0.0
1704099600	32.17	72.67	0.0
1704099600	31.92	72.17	0.0
1704099600	31.92	72.42	0.0
1704099600	31.92	72.67	0.0
1704103200	32.42	72.17	0.0
1704103200	32.42	72.42	0.0
1704103200	32.42	72.67	2.4795532E-5
1704103200	32.17	72.17	0.0
1704103200	32.17	72.42	9.536743E-6
1704103200	32.17	72.67	0.025097847
1704103200	31.92	72.17	0.0
1704103200	31.92	72.42	0.007086754
1704103200	31.92	72.67	0.032845497
1704106800	32.42	72.17	0.0
1704106800	32.42	72.42	0.0
1704106800	32.42	72.67	0.0
1704106800	32.17	72.17	0.0
1704106800	32.17	72.42	0.0
1704106800	32.17	72.67	0.0
1704106800	31.92	72.17	0.0
1704106800	31.92	72.42	0.0
1704106800	31.92	72.67	0.0
1704110400	32.42	72.17	0.0
1704110400	32.42	72.42	0.0
1704110400	32.42	72.67	0.0
1704110400	32.17	72.17	0.0
1704110400	32.17	72.42	0.0
1704110400	32.17	72.67	0.0
1704110400	31.92	72.17	0.0
1704110400	31.92	72.42	0.0
1704110400	31.92	72.67	0.0
1704114000	32.42	72.17	0.0
1704114000	32.42	72.42	0.0
1704114000	32.42	72.67	0.0
1704114000	32.17	72.17	0.0
1704114000	32.17	72.42	0.0
1704114000	32.17	72.67	0.0
1704114000	31.92	72.17	0.0
1704114000	31.92	72.42	0.0
1704114000	31.92	72.67	0.0
1704117600	32.42	72.17	0.0
1704117600	32.42	72.42	0.0
1704117600	32.42	72.67	0.0
1704117600	32.17	72.17	0.0
1704117600	32.17	72.42	0.0
1704117600	32.17	72.67	0.0
1704117600	31.92	72.17	0.0
1704117600	31.92	72.42	0.0
1704117600	31.92	72.67	0.0
1704121200	32.42	72.17	0.0
1704121200	32.42	72.42	0.0
1704121200	32.42	72.67	0.0
1704121200	32.17	72.17	0.0
1704121200	32.17	72.42	0.0
1704121200	32.17	72.67	0.0
1704121200	31.92	72.17	0.0
1704121200	31.92	72.42	0.0
1704121200	31.92	72.67	0.0
1704124800	32.42	72.17	0.0
1704124800	32.42	72.42	0.0
1704124800	32.42	72.67	0.0
1704124800	32.17	72.17	0.0
1704124800	32.17	72.42	0.0
1704124800	32.17	72.67	0.0
1704124800	31.92	72.17	0.0
1704124800	31.92	72.42	0.0
1704124800	31.92	72.67	0.0
1704128400	32.42	72.17	0.0
1704128400	32.42	72.42	0.0
1704128400	32.42	72.67	0.0
1704128400	32.17	72.17	0.0
1704128400	32.17	72.42	0.0
1704128400	32.17	72.67	0.0
1704128400	31.92	72.17	0.0
1704128400	31.92	72.42	0.0
1704128400	31.92	72.67	0.0
1704132000	32.42	72.17	0.0
1704132000	32.42	72.42	0.0
1704132000	32.42	72.67	0.0
1704132000	32.17	72.17	0.0
1704132000	32.17	72.42	0.0
1704132000	32.17	72.67	0.0
1704132000	31.92	72.17	0.0
1704132000	31.92	72.42	0.0
1704132000	31.92	72.67	0.0
1704135600	32.42	72.17	0.0
1704135600	32.42	72.42	0.0
1704135600	32.42	72.67	0.0
1704135600	32.17	72.17	0.0
1704135600	32.17	72.42	0.0
1704135600	32.17	72.67	0.0
1704135600	31.92	72.17	0.0
1704135600	31.92	72.42	0.0
